,id,sentence,split,normalized,check
1215,00e4597ffe91,পতাকা পড়ে যেতেই কুরাইশ বাহিনীর এক ব্যক্তি দৌড়ে এসে পতাকা তুলে নিয়ে যায়।,train,পতাকা পড়ে যেতেই কুরাইশ বাহিনীর এক ব্যক্তি দৌড়ে এসে পতাকা তুলে নিয়ে যায়।,True
1216,07afbc130a5d,বা সবার মনযোগ আকর্ষণ ও বাণিজ্যিকভাবে লাভবান হওয়ার জন্যই বইটি রচনা করেছেন।,train,বা সবার মনযোগ আকর্ষণ ও বাণিজ্যিকভাবে লাভবান হওয়ার জন্যই বইটি রচনা করেছেন।,True
1217,06895430990d,এই অভিজ্ঞতা তাঁর উদারপন্থী চিন্তাধারা গঠনে সাহায্য করে।,valid,এই অভিজ্ঞতা তাঁর উদারপন্থী চিন্তাধারা গঠনে সাহায্য করে।,True
1218,099130fbc971,"তোমার শুধু একটা থাকার জায়গা চাই, না?",train,"তোমার শুধু একটা থাকার জায়গা চাই, না?",True
1219,07c75b41b088,"আমার আমার ভাগ্নী, ক্লাস সেভেনে পড়ে।",train,"আমার আমার ভাগ্নী, ক্লাস সেভেনে পড়ে।",True
1220,05ecd3d28629,আর আমার বিপর্যয় তো আপনি।,train,আর আমার বিপর্যয় তো আপনি।,True
1221,099fb8a63432,মুঘল সাম্রাজ্যকে অনবদ্য সেবা দেয়ার স্বীকৃতিস্বরূপ তিনি রাজকীয় উপাধি ‘মিয়া’ লাভ করেন।,valid,মুঘল সাম্রাজ্যকে অনবদ্য সেবা দেয়ার স্বীকৃতিস্বরূপ তিনি রাজকীয় উপাধি 'মিয়া' লাভ করেন।,True
1222,0b58de6fb1a0,বারাণসী বিভাগে মোট চারটি জেলা আছে।,valid,বারাণসী বিভাগে মোট চারটি জেলা আছে।,True
1223,0b4dbe0fdab2,এটি সেনাবাহিনীর সাঁজোয়া পুনরুদ্ধার যানবাহন এবং সাঁজোয়া যানবাহন দ্বারা চালিত ব্রিজ ইউনিট পরিচালনা করে।,valid,এটি সেনাবাহিনীর সাঁজোয়া পুনরুদ্ধার যানবাহন এবং সাঁজোয়া যানবাহন দ্বারা চালিত ব্রিজ ইউনিট পরিচালনা করে।,True
1224,099615b3f401,এ-ধরনের পরিবারে তেমন কোনো সমস্যা থাকে না।,train,এ-ধরনের পরিবারে তেমন কোনো সমস্যা থাকে না।,True
1225,0743a003d9f0,তিনি তার অন্য বোনদের মত এত খ্যাতি অর্জন করতে পারেননি।,train,তিনি তার অন্য বোনদের মত এত খ্যাতি অর্জন করতে পারেননি।,True
1226,0a27eb6d22b6,"সে ত্রিশ লাখ টাকা চাইছে, নগদ, যাতে সে গা ঢাকা দিতে পারে।",train,"সে ত্রিশ লাখ টাকা চাইছে, নগদ, যাতে সে গা ঢাকা দিতে পারে।",True
1227,04d1672df905,দরকার হইলে আরেক কাপ খান।,train,দরকার হইলে আরেক কাপ খান।,True
1228,03f2b213eb08,চোখে চোখ পড়ামাত্র চোখ সরিয়ে নিচ্ছে।,train,চোখে চোখ পড়ামাত্র চোখ সরিয়ে নিচ্ছে।,True
1229,07a6ac4250be,কয়েন ঢুকিয়ে যেতে পারো।,train,কয়েন ঢুকিয়ে যেতে পারো।,True
1230,017e1babc21a,তিনি মূলতঃ ডানহাতি ব্যাটসম্যান ও বিশেষজ্ঞ উইকেট-কিপার।,valid,তিনি মূলতঃ ডানহাতি ব্যাটসম্যান ও বিশেষজ্ঞ উইকেট-কিপার।,True
1231,04ae38768027,প্রতিটি রণাঙ্গণে মুসলমানদের সংখ্যা ছিল অপ্রতুল।,train,প্রতিটি রণাঙ্গণে মুসলমানদের সংখ্যা ছিল অপ্রতুল।,True
1232,006c3ce5da34,তিনি অল্প কিছুদিনের জন্য নানইয়াং এ নিজ বাড়িতে বসবাস করেন।,train,তিনি অল্প কিছুদিনের জন্য নানইয়াং এ নিজ বাড়িতে বসবাস করেন।,True
1233,02e8dd091757,আমি অন্ধ হয়ে গেলেও ম্যানির চেহারা কখনো ভুলবো না।,train,আমি অন্ধ হয়ে গেলেও ম্যানির চেহারা কখনো ভুলবো না।,True
1234,079be0cf43e0,এবং নিম্ন দেশগুলোর সামরিক কমান্ডার হিসাবে নিজেদের চিহ্নিত করেছিলেন।,valid,এবং নিম্ন দেশগুলোর সামরিক কমান্ডার হিসাবে নিজেদের চিহ্নিত করেছিলেন।,True
1235,02a26c86b7c3,দশম জাতীয় সংসদে তিনি সরকারি প্রতিষ্ঠান সম্পর্কিত সংসদীয় স্থায়ী কমিটির সভাপতির দায়িত্ব পালন করছেন।,valid,দশম জাতীয় সংসদে তিনি সরকারি প্রতিষ্ঠান সম্পর্কিত সংসদীয় স্থায়ী কমিটির সভাপতির দায়িত্ব পালন করছেন।,True
1236,064ac2ba0f08,"রোমে চারদিন সময় পাওয়া যাবে, তার মধ্যে এলবার্টার সঙ্গে দেখা করে বিদায় নেব।",train,"রোমে চারদিন সময় পাওয়া যাবে, তার মধ্যে এলবার্টার সঙ্গে দেখা করে বিদায় নেব।",True
1237,042f93027c8e,যদি সে দৃঢ়তার সঙ্গে দীনের আনুগত্য করতে থাকে তবে তার পরীক্ষাও কঠোরতর হয়।,train,যদি সে দৃঢ়তার সঙ্গে দীনের আনুগত্য করতে থাকে তবে তার পরীক্ষাও কঠোরতর হয়।,True
1238,054723d7b79c,নক্ষত্ররায়কে সঙ্গে লইয়া মহারাজ পদব্রজে অরণ্যের দিকে চলিলেন।,valid,নক্ষত্ররায়কে সঙ্গে লইয়া মহারাজ পদব্রজে অরণ্যের দিকে চলিলেন।,True
1239,06982b2b4b7b,শেষ কখন তাকে দেখেছিলে?,train,শেষ কখন তাকে দেখেছিলে?,True
1240,06dae58dbd2c,এটি পুরো ভারত জুড়ে কাজ করছে।,valid,এটি পুরো ভারত জুড়ে কাজ করছে।,True
1241,052707256818,সেই চিকিৎসায় অথবা মনের জোরে সাজু প্রাণপণে লড়ে গেলেন সন্ধ্যা অবধি।,train,সেই চিকিৎসায় অথবা মনের জোরে সাজু প্রাণপণে লড়ে গেলেন সন্ধ্যা অবধি।,True
1242,0874d58438f2,"কিন্তু একজন বীরও, ভুল করতে পারে।",train,"কিন্তু একজন বীরও, ভুল করতে পারে।",True
1243,049e8a0bbea8,তবে যেসব প্রজাতি মাটিতে খাদ্য খুঁজে বেড়ায় তাদের ঠোঁট চোখা।,valid,তবে যেসব প্রজাতি মাটিতে খাদ্য খুঁজে বেড়ায় তাদের ঠোঁট চোখা।,True
1244,061ab1a60abe,"মোটরসাইকেল, প্রাইভেট কার, ট্যাক্সি থামিয়ে থামিয়ে লোকজনের ব্যাগ চেক করা হচ্ছে।",train,"মোটরসাইকেল, প্রাইভেট কার, ট্যাক্সি থামিয়ে থামিয়ে লোকজনের ব্যাগ চেক করা হচ্ছে।",True
1245,04fdf3ef11eb,কারাগারে বন্দী মায়েদের সঙ্গে শিশুরা থাকলে তাদের সুস্থ সামাজিকীকরণের প্রক্রিয়া ব্যাহত হবে।,train,কারাগারে বন্দী মায়েদের সঙ্গে শিশুরা থাকলে তাদের সুস্থ সামাজিকীকরণের প্রক্রিয়া ব্যাহত হবে।,True
1246,01cad80b22ee,বিপ্লবী সমাজতান্ত্রিক পার্টির সদস্য হিসাবে তিনি রাজনৈতিক জীবন শুরু করেছিলেন।,valid,বিপ্লবী সমাজতান্ত্রিক পার্টির সদস্য হিসাবে তিনি রাজনৈতিক জীবন শুরু করেছিলেন।,True
1247,0a30bc5a4b2c,সর্বজয়া কি রাঁধিবে একথা লইয়া আলোচনা হয়।,train,সর্বজয়া কি রাঁধিবে একথা লইয়া আলোচনা হয়।,True
1248,06f3fa112ba5,ফলে বৈষ্ণবীয় উৎসব অনুষ্ঠানের ধারাবাহিকতায় ছেদ পড়ে।,valid,ফলে বৈষ্ণবীয় উৎসব অনুষ্ঠানের ধারাবাহিকতায় ছেদ পড়ে।,True
1249,0387f0145e77,"কারণ শ্রেষ্ঠ ব্যক্তিগণ যাহা আচরণ করেন, সাধারণ লোকে তাহাই অনুসরণ করে।",train,"কারণ শ্রেষ্ঠ ব্যক্তিগণ যাহা আচরণ করেন, সাধারণ লোকে তাহাই অনুসরণ করে।",True
1250,05b0c804d73d,"তার শিক্ষা কেবল তাকে নতুন জামাকাপড় পরিধান, তাস খেলা, আইরিশ গান গাওয়া, ও বাঁশি বাজানোর স্বাদ প্রদান করে।",valid,"তার শিক্ষা কেবল তাকে নতুন জামাকাপড় পরিধান, তাস খেলা, আইরিশ গান গাওয়া, ও বাঁশি বাজানোর স্বাদ প্রদান করে।",True
1251,08f6e1efa3db,"কিন্তু যারা এসব আমদানি, মজুত এবং বিক্রি করে, তারা শাস্তির বাইরে।",train,"কিন্তু যারা এসব আমদানি, মজুত এবং বিক্রি করে, তারা শাস্তির বাইরে।",True
1252,035c070a4def,এ ওয়ার্ডের বর্তমান কাউন্সিলর হলেন শফিকুর রহমান।,valid,এ ওয়ার্ডের বর্তমান কাউন্সিলর হলেন শফিকুর রহমান।,True
1253,04ff7b7b75b6,তাহার আর পরিণামচিন্তা রহিল না।,train,তাহার আর পরিণামচিন্তা রহিল না।,True
1254,00c5fdef9a12,আবদুল মমিন চৌধুরী উল্লেখযোগ্য সংখ্যক গবেষণামূলক গ্রন্থের রচয়িতা।,valid,আবদুল মমিন চৌধুরী উল্লেখযোগ্য সংখ্যক গবেষণামূলক গ্রন্থের রচয়িতা।,True
1255,04f01414114f,গতকাল সকালে স্থানীয় লোকজন পুকুরে তাঁর লাশ ভাসতে দেখে থানায় খবর দেয়।,train,গতকাল সকালে স্থানীয় লোকজন পুকুরে তাঁর লাশ ভাসতে দেখে থানায় খবর দেয়।,True
1256,058f9bcb0006,"আমি দুঃখিত, আমি সোকসকে প্রায় মেরেই ফেলেছিলাম।",train,"আমি দুঃখিত, আমি সোকসকে প্রায় মেরেই ফেলেছিলাম।",True
1257,0ab186ff87df,কিন্তু আমি সমালোচনা করতে চাই না।,train,কিন্তু আমি সমালোচনা করতে চাই না।,True
1258,05e988e485ca,"বুহারি তাঁর প্রতিশ্রুতি রক্ষা করবেন, এমনটা ভাবার কিছু কারণও হয়তো আছে।",train,"বুহারি তাঁর প্রতিশ্রুতি রক্ষা করবেন, এমনটা ভাবার কিছু কারণও হয়তো আছে।",True
1259,094710d54422,"চেং পু সাই অর্থ হল, ""চেং পু দ্য কিড""।",valid,"চেং পু সাই অর্থ হল, ""চেং পু দ্য কিড""।",True
1260,02738709604f,রেডি হয়ে নে।,train,রেডি হয়ে নে।,True
1261,0b9f07f9f5d8,"ওলি, কী খুঁজছি আমরা?",train,"ওলি, কী খুঁজছি আমরা?",True
1262,0aa889619019,তার উইকেট-রক্ষণের ভঙ্গীমা তেমন দর্শনীয় ছিল না তবে বেশ স্থির ছিল।,valid,তার উইকেট-রক্ষণের ভঙ্গীমা তেমন দর্শনীয় ছিল না তবে বেশ স্থির ছিল।,True
1263,0b3229c3efaf,"তো, তোর কোনো ধারণাই নেই যে, ভালোবাসা কী?",train,"তো, তোর কোনো ধারণাই নেই যে, ভালোবাসা কী?",True
1264,0a5202647a4a,এটা কোন সাল?,train,এটা কোন সাল?,True
1265,040382a68442,ওটা কোথায় গেলো?,train,ওটা কোথায় গেলো?,True
1266,0296db4832e7,পরে তিনি সুধীন দাশ ও সোহরাব হোসেনের কাছ থেকে নজরুল সংগীত শিখেছিলেন।,valid,পরে তিনি সুধীন দাশ ও সোহরাব হোসেনের কাছ থেকে নজরুল সংগীত শিখেছিলেন।,True
1267,0488c43214bf,আমাদের বিয়েকে তোমাদের পরিবারের অভিশপ্ত প্রথার বিরুদ্ধে ব্যবহার করতে হবে।,train,আমাদের বিয়েকে তোমাদের পরিবারের অভিশপ্ত প্রথার বিরুদ্ধে ব্যবহার করতে হবে।,True
1268,00e9013e87ed,ইলিনয় নারী জোট শিক্ষা সংস্কারের জন্য চাপ দিতে থাকে।,valid,ইলিনয় নারী জোট শিক্ষা সংস্কারের জন্য চাপ দিতে থাকে।,True
1269,0c81e9114962,তারা রেলের প্রায় দুই শতক জায়গা দখল করে সংগঠনটির কার্যালয় নির্মাণ করে।,train,তারা রেলের প্রায় দুই শতক জায়গা দখল করে সংগঠনটির কার্যালয় নির্মাণ করে।,True
1270,068e3e8a3298,তিনি রেললাইনের পাশে বসে ট্রেনের নিচের প্রয়োজনীয় যন্ত্রাংশ ঠিক আছে কিনা দেখছিলেন।,train,তিনি রেললাইনের পাশে বসে ট্রেনের নিচের প্রয়োজনীয় যন্ত্রাংশ ঠিক আছে কিনা দেখছিলেন।,True
1271,0bbf76c33384,স্পন্সর পেলেই তোমাকে কল করব।,train,স্পন্সর পেলেই তোমাকে কল করব।,True
1272,0c51cca74299,"ঘুমন্ত রাজকুমারী, রাজকুমারী ন্যাং ননের মন্দির।",train,"ঘুমন্ত রাজকুমারী, রাজকুমারী ন্যাং ননের মন্দির।",True
1273,0332eff0c784,এরপর চলতে থাকে দুই জনের নিরন্তর চিন্তা।,train,এরপর চলতে থাকে দুই জনের নিরন্তর চিন্তা।,True
1274,00d7ec9e0a5d,এক লাখ মানুষকে খাবার পরিবেশন করা।,train,এক লাখ মানুষকে খাবার পরিবেশন করা।,True
1275,0a10277a7c9d,বালের ব্যারাকুডা মাছ নিয়ে আমার কোন মাথাব্যথা নেই।,train,বালের ব্যারাকুডা মাছ নিয়ে আমার কোন মাথাব্যথা নেই।,True
1276,00d6f2e817b9,আমি ভয় পাচ্ছি।,train,আমি ভয় পাচ্ছি।,True
1277,0948c67f484a,মনে হয় আপনার স্ত্রীর সমস্যাটি ধরতে পেরেছি।,train,মনে হয় আপনার স্ত্রীর সমস্যাটি ধরতে পেরেছি।,True
1278,080131b73820,"গতকাল বৃহস্পতিবার রাজধানীর বেশ কয়েকটি এলাকা ঘুরে দেখা যায়, ফুটপাতের দোকানে ভিড়।",train,"গতকাল বৃহস্পতিবার রাজধানীর বেশ কয়েকটি এলাকা ঘুরে দেখা যায়, ফুটপাতের দোকানে ভিড়।",True
1279,076422c11848,মহানন্দা নদীর পশ্চিম তীরে অবস্থিত।,valid,মহানন্দা নদীর পশ্চিম তীরে অবস্থিত।,True
1280,0cd04ff1247b,"আজমল বিরক্তি গোপন করে বলল, আসুন।",train,"আজমল বিরক্তি গোপন করে বলল, আসুন।",True
1281,004840384b58,যারা ফুল ছড়িয়ে এগিয়ে যায় তাদের চেনারও তেমন প্রয়োজন নেই।,train,যারা ফুল ছড়িয়ে এগিয়ে যায় তাদের চেনারও তেমন প্রয়োজন নেই।,True
1282,0b04d57cbdc9,আপনাকে অসংখ্য ধন্যবাদ!,train,আপনাকে অসংখ্য ধন্যবাদ!,True
1283,09ab97aba3a7,এই তরঙ্গে তড়িৎ ক্ষেত্র ও চৌম্বক ক্ষেত্রের স্পন্দন পরস্পরের সাথে লম্ব ও এরা উভয়ই তরঙ্গ প্রবাহের দিকের সাথে লম্ব।,valid,এই তরঙ্গে তড়িৎ ক্ষেত্র ও চৌম্বক ক্ষেত্রের স্পন্দন পরস্পরের সাথে লম্ব ও এরা উভয়ই তরঙ্গ প্রবাহের দিকের সাথে লম্ব।,True
1284,0310588cc6a8,চলচ্চিত্রটির সঙ্গীত পরিচালনা করেছেন সত্য সাহা এবং সহযোগী ছিলেন তার পুত্র ইমন সাহা।,valid,চলচ্চিত্রটির সঙ্গীত পরিচালনা করেছেন সত্য সাহা এবং সহযোগী ছিলেন তার পুত্র ইমন সাহা।,True
1285,0c3d569b93de,একবেলা আহারের বন্দোবস্ত করিবার জন্য আমাকে দ্বারে দ্বারে ফিরিতে হইত।,train,একবেলা আহারের বন্দোবস্ত করিবার জন্য আমাকে দ্বারে দ্বারে ফিরিতে হইত।,True
1286,0b35b5cddfbe,তার প্রতিপক্ষ হলেন জেরি রাফায়েল কাটিগবাক ও আন্তোনিও মেন্ডোজা।,train,তার প্রতিপক্ষ হলেন জেরি রাফায়েল কাটিগবাক ও আন্তোনিও মেন্ডোজা।,True
1287,01d06760eb65,গতকাল মঙ্গলবার ভোরে নগরের লালখান বাজার মতিঝর্ণা এলাকা থেকে সোহেলকে গ্রেপ্তার করা হয়।,train,গতকাল মঙ্গলবার ভোরে নগরের লালখান বাজার মতিঝর্ণা এলাকা থেকে সোহেলকে গ্রেপ্তার করা হয়।,True
1288,056a6687fb5b,"রামু, উখিয়া ও টেকনাফ থেকে লোকজন ধরে এনে এখানে নির্যাতন করে হত্যা করা হত।",valid,"রামু, উখিয়া ও টেকনাফ থেকে লোকজন ধরে এনে এখানে নির্যাতন করে হত্যা করা হত।",True
1289,09bba30a27fd,তিনি নাগপুর টাইমসের প্রধান সাংবাদিক ছিলেন।,valid,তিনি নাগপুর টাইমসের প্রধান সাংবাদিক ছিলেন।,True
1290,0386a6c5c51e,এ ওয়ার্ডের বর্তমান কাউন্সিলর হলেন হাজী মোহাম্মদ ইবরাহীম।,valid,এ ওয়ার্ডের বর্তমান কাউন্সিলর হলেন হাজী মোহাম্মদ ইবরাহীম।,True
1291,0479fe01c163,তিনি বাংলার রাজনীতিতে যুক্ত হন।,train,তিনি বাংলার রাজনীতিতে যুক্ত হন।,True
1292,09ca420b53ac,"তবে পশ্চিমা দেশগুলোর অভিযোগ, সিরিয়ার সরকারবিরোধী বিদ্রোহীরাই মূলত রুশ হামলার শিকার হচ্ছে।",train,"তবে পশ্চিমা দেশগুলোর অভিযোগ, সিরিয়ার সরকারবিরোধী বিদ্রোহীরাই মূলত রুশ হামলার শিকার হচ্ছে।",True
1293,01359ef94634,তিনি মূলত ক্যারিবীয় সাগরে তার অভিযান পরিচালনা করতেন।,valid,তিনি মূলত ক্যারিবীয় সাগরে তার অভিযান পরিচালনা করতেন।,True
1294,01be42bc907d,"কাহিনির প্রেক্ষাপট মঙ্গল গ্রহ, যেটিকে এই উপন্যাসে কল্পনা করা হয়েছে প্রতিকূল মরু পরিবেশের এক মৃতপ্রায় গ্রহ হিসেবে।",valid,"কাহিনির প্রেক্ষাপট মঙ্গল গ্রহ, যেটিকে এই উপন্যাসে কল্পনা করা হয়েছে প্রতিকূল মরু পরিবেশের এক মৃতপ্রায় গ্রহ হিসেবে।",True
1295,0ca92429a0d9,কিন্তু তিনি হাইকোর্টের নির্দেশ অনুসারে আইনগত পদক্ষেপের বিষয়ে প্রতিবেদন দিতে ব্যর্থ হয়েছেন।,train,কিন্তু তিনি হাইকোর্টের নির্দেশ অনুসারে আইনগত পদক্ষেপের বিষয়ে প্রতিবেদন দিতে ব্যর্থ হয়েছেন।,True
1296,04c35afe3a72,যা প্রচুর শক্তিশালী।,valid,যা প্রচুর শক্তিশালী।,True
1297,050c837a27c4,তিনি তার ভ্রাতৃষ্পুত্র চার্লি এলিয়টের সাথে একত্রে খেলেন।,train,তিনি তার ভ্রাতৃষ্পুত্র চার্লি এলিয়টের সাথে একত্রে খেলেন।,True
1298,036e3fcf307e,জীববিজ্ঞানীরা এখন পর্যন্ত পনেরো লক্ষেরও অধিক প্রাণী-প্রজাতি শনাক্ত করেছেন।,train,জীববিজ্ঞানীরা এখন পর্যন্ত পনেরো লক্ষেরও অধিক প্রাণী-প্রজাতি শনাক্ত করেছেন।,True
1299,0ad54eef5f0e,"তিনি বুরহান-উল-মুলকের বোন ছিলেন, যিনি পরে আহমেদনগরের মসনদে বসেছিলেন।",train,"তিনি বুরহান-উল-মুলকের বোন ছিলেন, যিনি পরে আহমেদনগরের মসনদে বসেছিলেন।",True
1300,0b9d8a62b126,তিনি নিজের মায়ের দ্বারা অত্যন্ত প্রভাবিত হয়েছিলেন।,valid,তিনি নিজের মায়ের দ্বারা অত্যন্ত প্রভাবিত হয়েছিলেন।,True
1301,087149f6f907,তিনি এদির্ন রাজভবনে জন্ম গ্রহণ করেন।,train,তিনি এদির্ন রাজভবনে জন্ম গ্রহণ করেন।,True
1302,0349877c863a,বেশ কিছুদিন ধরে জায়গার মালিকানা নিয়ে বিদ্যালয় কর্তৃপক্ষের সঙ্গে বিরোধ চলছে।,train,বেশ কিছুদিন ধরে জায়গার মালিকানা নিয়ে বিদ্যালয় কর্তৃপক্ষের সঙ্গে বিরোধ চলছে।,True
1303,022f80ae841a,পিতা মৌলানা মজিরুদ্দিন আহমেদ।,valid,পিতা মৌলানা মজিরুদ্দিন আহমেদ।,True
1304,0877dc769d6d,সাধারণত বৃহৎ এলাকাজুড়ে জলবায়ু নির্ণীত হয়ে থাকে।,valid,সাধারণত বৃহৎ এলাকাজুড়ে জলবায়ু নির্ণীত হয়ে থাকে।,True
1305,00d5cf2b896a,ফাতিমা আল-জাহরা মসজিদটি একটি মিনার ও একটি গম্বুজ দ্বারা সজ্জিত করা হয়েছে।,valid,ফাতিমা আল-জাহরা মসজিদটি একটি মিনার ও একটি গম্বুজ দ্বারা সজ্জিত করা হয়েছে।,True
1306,0673f05e961a,অবশেষে কিন্তু অপুর নির্বন্ধতিশয্যে তাহাকেই পাঠাইতে হইল।,train,অবশেষে কিন্তু অপুর নির্বন্ধতিশয্যে তাহাকেই পাঠাইতে হইল।,True
1307,0a03055b9c80,"হা, তো বলো।",train,"হা, তো বলো।",True
1308,03003f845f0c,"যারা দেবতাদের ""সুর"" গোষ্ঠীর থেকে পৃথক ছিল।",valid,"যারা দেবতাদের ""সুর"" গোষ্ঠীর থেকে পৃথক ছিল।",True
1309,0c9c993bd80e,"ইঞ্জিনের গর্জন আগেই কমে গেছে, এখন শুধু মৃদু গুঞ্জন শোনা যাচ্ছে।",train,"ইঞ্জিনের গর্জন আগেই কমে গেছে, এখন শুধু মৃদু গুঞ্জন শোনা যাচ্ছে।",True
1310,091e788b0b77,"এদেশে নিউ ইয়র্কবাসীরা অধিকতর দৃঢ়চিত্ত, এবং তাই এখানেই আমার কেন্দ্রস্থাপনের সঙ্কল্প করেছি।",train,"এদেশে নিউ ইয়র্কবাসীরা অধিকতর দৃঢ়চিত্ত, এবং তাই এখানেই আমার কেন্দ্রস্থাপনের সঙ্কল্প করেছি।",True
1311,04571afeed90,একবার গিলগামেশকে জিগ্যেস করেছিলাম কেন আমাকে রক্ষা করতে বেছে নিয়েছে।,train,একবার গিলগামেশকে জিগ্যেস করেছিলাম কেন আমাকে রক্ষা করতে বেছে নিয়েছে।,True
1312,0cabf14c2c8e,গত পাঁচ বছর সরকারি সহযোগিতা ছাড়া রাঙামাটির জন্য অনেক কিছু করেছি।,train,গত পাঁচ বছর সরকারি সহযোগিতা ছাড়া রাঙামাটির জন্য অনেক কিছু করেছি।,True
1313,0498d4d74886,তার বাবা পুনে শহরে একজন পুলিশ ইন্সপেক্টর ছিলেন।,valid,তার বাবা পুনে শহরে একজন পুলিশ ইন্সপেক্টর ছিলেন।,True
1314,05e5b98d485d,শ্রীলঙ্কা ফ্রিডম পার্টির সাধারণ সম্পাদকের দায়িত্ব পালন করেন তিনি।,valid,শ্রীলঙ্কা ফ্রিডম পার্টির সাধারণ সম্পাদকের দায়িত্ব পালন করেন তিনি।,True
1315,090c568b86b7,"অভিজিৎ রায় ইন্টারনেট, ম্যাগাজিন এবং দৈনিক পত্র-পত্রিকায় নিয়মিত লিখতেন।",valid,"অভিজিৎ রায় ইন্টারনেট, ম্যাগাজিন এবং দৈনিক পত্র-পত্রিকায় নিয়মিত লিখতেন।",True
1316,04745174370f,তিনি সাধারণ মুসলিম সম্প্রদায়ের মতবাদের বিপরীতে অবস্থান নেন।,train,তিনি সাধারণ মুসলিম সম্প্রদায়ের মতবাদের বিপরীতে অবস্থান নেন।,True
1317,05a21c6d2502,বাংলাদেশে অবস্থাপন্ন মুসলিম পরিবারে খুব জাঁকজমকের সঙ্গে আকিকা অনুষ্ঠিত হয়।,valid,বাংলাদেশে অবস্থাপন্ন মুসলিম পরিবারে খুব জাঁকজমকের সঙ্গে আকিকা অনুষ্ঠিত হয়।,True
1318,0b46993dcd96,প্রাক গর্ভাবস্থা পরীক্ষার অংশ হিসাবে কখনও কখনও পুরুষের বীর্য বিশ্লেষণ করা হয়ে থাকে।,valid,প্রাক গর্ভাবস্থা পরীক্ষার অংশ হিসাবে কখনও কখনও পুরুষের বীর্য বিশ্লেষণ করা হয়ে থাকে।,True
1319,037e2df338df,সামাজিক যোগাযোগ আমাদের আরও বেশি সামাজিক করে তুলেছে বলে আমি মনে করি।,train,সামাজিক যোগাযোগ আমাদের আরও বেশি সামাজিক করে তুলেছে বলে আমি মনে করি।,True
1320,06ba0ff33ffd,বাঁশের চেলার আগুন কতক্ষণ থাকে যে আবার ঘড়ি-ঘড়ি তামাক খাওয়ার আগুন জোগাবো?,train,বাঁশের চেলার আগুন কতক্ষণ থাকে যে আবার ঘড়ি-ঘড়ি তামাক খাওয়ার আগুন জোগাবো?,True
1321,07fa8c3baed0,"ঠিক আছে, সবাই শান্ত হও।",train,"ঠিক আছে, সবাই শান্ত হও।",True
1322,011131c1abdf,সেই প্রতিষ্ঠানের দায়িত্ব নিয়ে সুন্দর পিচাইকে গুগলের প্রধান নির্বাহী করেন ল্যারি পেজ।,train,সেই প্রতিষ্ঠানের দায়িত্ব নিয়ে সুন্দর পিচাইকে গুগলের প্রধান নির্বাহী করেন ল্যারি পেজ।,True
1323,09cf7cd0c13c,"কিন্তু ঐ দেখ, আজ মা প্রজাগণের মধ্যে আবির্ভূতা হইয়াছেন।",train,"কিন্তু ঐ দেখ, আজ মা প্রজাগণের মধ্যে আবির্ভূতা হইয়াছেন।",True
1324,0a2003929d48,কিন্তু সেই হানাদার বাহিনীর ছোড়া গুলির চিহ্ন রয়ে যায় তাঁর শরীরে।,train,কিন্তু সেই হানাদার বাহিনীর ছোড়া গুলির চিহ্ন রয়ে যায় তাঁর শরীরে।,True
1325,08653b33bbea,এটি ইসলামী পরিভাষায় একটি গুরুত্বপূর্ণ শব্দ।,valid,এটি ইসলামী পরিভাষায় একটি গুরুত্বপূর্ণ শব্দ।,True
1326,00add6ab2fb5,তিনি ইনস্টিটিউট অফ ইলেকট্রিক্যাল অ্যান্ড ইলেকট্রনিক্স ইঞ্জিনিয়ার্স এর একজন ফেলো এবং ন্যাশনাল অ্যাকাডেমি অব ইঞ্জিনিয়ারিং এর একজন সদস্য।,valid,তিনি ইনস্টিটিউট অফ ইলেকট্রিক্যাল অ্যান্ড ইলেকট্রনিক্স ইঞ্জিনিয়ার্স এর একজন ফেলো এবং ন্যাশনাল অ্যাকাডেমি অব ইঞ্জিনিয়ারিং এর একজন সদস্য।,True
1327,05064d41d68c,মা তোমাকে কিছুই বলে না।,train,মা তোমাকে কিছুই বলে না।,True
1328,0c9c2219cb37,"দুঃখ যে পাপেরই ফল তাহা কে বলিল, পুণ্যের ফলও হইতে পারে।",train,"দুঃখ যে পাপেরই ফল তাহা কে বলিল, পুণ্যের ফলও হইতে পারে।",True
1329,059f811f2941,এবং যখন তিনি মারা যান তৈমুর তার ভাই আহমেদ পাশা তৈমুরের কাছে শিক্ষা গ্রহণ করেন।,valid,এবং যখন তিনি মারা যান তৈমুর তার ভাই আহমেদ পাশা তৈমুরের কাছে শিক্ষা গ্রহণ করেন।,True
1330,048579731166,"কোনরূপ সূক্ষ্ম সম্বন্ধ থাকতে পারে, যা আমরা এখনও ধরতে পারছি না।",train,"কোনরূপ সূক্ষ্ম সম্বন্ধ থাকতে পারে, যা আমরা এখনও ধরতে পারছি না।",True
1331,09ed5b04e734,"আমরা মনে করি, আরও অনেক মেডিকেল কলেজের অনুমতি দেওয়া যেতে পারে।",train,"আমরা মনে করি, আরও অনেক মেডিকেল কলেজের অনুমতি দেওয়া যেতে পারে।",True
